USER,STAR,DATE,LIKE,REVIEW
왕뿅, 1,2021-05-07,0,앱에 들어가면 터치는 되게 만들어주셔야지요
이상근, 1,2021-05-24,0,로그인 안됨 인증만시킴
매딕장인, 1,2021-01-03,0,나로그인했는데... 초기화를 시키다뇨 선넘네 복구해조욤
신상훈, 3,2021-05-28,0,가입하신 회선이 없데요..
리림, 1,2021-04-09,0,앱에 로그인 자체를 할수 없어요 실제 사용하는 이메일 주소를 잘못적어서 이메일 인증을 하라고 해도 잘못적은 이메일로 인증번호를 보내니 확인할수 없고 실제 사용하는 이메일로 변경하려니 다른 이용자의 메일을 사용할수 없다면서 변경 자체도 안됨 아예 사용을 못하고있음
신현호, 4,2021-01-31,0,데이터 잔여량이 1주일 전부터 멈춰있는데 버근가요?
조창훈, 2,2021-04-21,0,웬만하면 댓글 안남기는데 5G를 10만원씩 받아 쳐먹은지가 언젠데 하루에 노래 써핑 뭐 인터넷1~2분 10번정도 끊기는건 기본이냐.. 인간적으로 이돈 받아 쳐먹을 양심이 있는거야? 지금 22개월 쓰고있는데...개선이 안되네 진짜 양심좀차려라 도저히 못쓰겠다
Luxury Yang, 1,2021-03-31,30,"위젯 남은 데이터, 문자, 음성, 자동 업데이트 안됌. 매번 수동으로 눌러줘야돤다... 나만 안되는게 아니고 모든 폰에서 다 안된다.. os종류가 뭔지.. 폰 종류가 뭔지 이런거 뭍지 마시고.. 리뷰보면 다른 많은 사람들도 안된다고 올리는거 안보임???"
MyeongSin Kim, 1,2021-01-03,0,저희 딸이 폰을 잃어버려서 잃어버린 통신사 한테 위치추적 좀 해달라고 부탁을 했습니다. 근데 그 통신사가 이 어플을 깔으라고 하더군요. 그래서 깔고 친구찾기로 찾으라해서 찾았는데 학교 운동장에 폰이 있다고 떠서 폰을 잃어버린 딸과 또다른 딸이 거의 1시간 30분 동안 추운날씨에도 찾아다녔습니다. 하지만 폰을 찾지 못하고 집으로 돌아왔습니다. 그리고 다음날 폰을 잃어버린 딸이 침대에서 폰을 발견했더군요. 이 앱 대체 무슨 핸드폰을 어디에 위치 추적을 한거죠? 제가 이 앱을 잘몰라서 그런거 일수도 있습니다. 하지만 전 전화로 통신사가 하라는 것 만 한것 입니다. 별 하나 도 주기 아깝네요. 이 앱 깔지 마세요.
LUCK LUCK, 1,2021-02-01,0,고객에게 필요한 정보가 쉽게 확인되는 앱이 아니고 프로모션 홍보 같은 기업 중심으로 꾸려진 앱인듯. 좋은 평가가 나오기 어려움. 고객들이 찾고자 하는 정보들을 직관적이고 간단한 방법으로 확인 가능하도록 변경 필요. 게다가 필요한 정보 자체가 보이지 않게 바뀐 것도 이해가 안됨. 고객이 무엇을 필요로 하는지 피드백은 되고 있는 것인지? 그리고 월초라는 점 감안해도 앱 서버 자체가 문제있는지 반응이 너무 느려 사용이 불가능함. 앱이 왜 있는지 모르겠음 그냥 인터넷으로 접속하게 만드는 상황임
윤용길, 4,2021-03-15,8,"다 좋은데 쿠폰을 사용할때 마음대로 사용할수없고,선물하는것도 3번이 최대네요. 이 사항 고쳐주세요 쿠폰 월당 자기가 가지고 있는 쿠폰 다쓰게 해주시는거요."
나의아저씨, 1,2021-06-01,0,업그레이드하면 더 좋아져야하는데 더 떨어지는 이유는 뭐냐??? 폰 요금 내기 왜이리 힘들게 만들어 놨냐??? 일부러 그리 만들었냐??? 지금 내지도 못하고 이게 뭐하는 짓거리냐???
7아라미스, 2,2021-03-30,1,최신버젼 업데이트 했는데도 나갔다 들어오면 아이디 비번이 계속 풀려서 다시 로그인 하라고 합니다 수정해주세요 너무 불편합니다
Google 사용자, 2,2021-01-10,98,휴대폰으로도 pc처럼 모든 메뉴 사용될수있도록 개선했으면 합니다. 모발앱이 쇼핑도 아니고 장사하기위한 앱인듯. pc가 없어서 폰으로 유심 puk잠김해제 해 보려고 2시간동안 아무리 찾아도 찾을수없고(메뉴제공 안한듯). 불편하게 대리점 방문(여긴 대리점도 없는데 말이지)하게 하고 고객편의로 서비스를 제공해야지 업자위주 서비스제공하시면~ 웹으로 접속해도 자동으로 앱으로 바꾸고 어떻게 할 수가없네-T월드홈피 pc버젼도 가능하게 개선 부탁드립니다. 다음홈피처럼 하단에 Pc버전 만들어 놨으면 합니다.
박진호, 3,2021-02-04,69,"언제부턴가 윗젯 새로고침 자동이 안되어 데이터가 현재 얼마 남았는지 알수 없음.. 알려면 수동으로 눌러야 하는데.. 그럼 자동 12시간, 24시간은 왜 있는지요.. 무엇이 문제일까요? -- 답변후) 답변이 원론적이네요.. 해당 증상이 있으면 모든 기기에 대해서 나타나는 것인지 알아보거나 실제로 테스트 해보고 해서 답변을 해주세요..작년 12월에 리뷰올렸는데 2월 지나도 문제가 해결되지도 않는구만.."
jyong Sung, 1,2021-04-01,1,무슨1일에 시스템점검을 해서 요금제변경을 막냐?! 아님 점검날 변경해라 누가보면 요금제막는 꼼수로 보인다.!!
손희정, 1,2020-12-16,22,진짜그지같아서 사용 못하겠네요.레인보우포인트사용하라기에 로그인하려했더니 비번 틀렸다고 안들어가지네요.재설정해도 틀렸다고하고 또재설정해도 틀렸다고하고!시스템에 문제있는듯.똑바로 좀하시죠!사용할수있게!그지같아서 정말.사용도 못하는 서비스가 무슨소용인감!
노연숙, 1,2021-03-25,2,2021년 4월 29일 1년동안 티월드 접속안했다고 오늘부터 한번이라도 접속해야 티월드 맴버십할인 송금 다사용할수 있다고해서 티월드 접속 해서 인증해라고 해서 이멜 인증했는데 솔직히 연세있으시고 하시는분들은 해마다 이런문자오고 업데이트 하라고 문자로 발송하면어떻게사용합니까..?장기우수고객이라고 혜택도 주고 그런다고 하시더니 아직 할부금도 많이 나온데다가 핸폰값 인터넷 조금들어가면 데이터요금포함해서 6만원이하로 나오고 그래서 접하기 힘들어서 안들어 갔더니 요금도 많이 나오고 월정액3만인데 그것도 70세넘어서 적은돈도 아닌데 47000원 이상나오고 이제 부터 또 티월드 접안해서 할인 해제 멋대로 된다고해도 접안할겁니다 어차피 게임도 사용 안하고 문자 카톡전화만 사용하니 이런통보 그만보냈으면 하네요 인터넷 홈페이지 링크잘못 눌렀다가 고객정보 다빼가고 낭패본사람들도 많고 스팸차단 설정해도 안통하고보이스피싱 이런것들때문이라도사용안하는데이제데이터요금올릴려고별짓을다하네요별1개고주기싫네요
echo, 4,2021-01-27,0,왜 위젯에 데이터 반영이 안되죠 새로고침 해도? 1.5gb일때도 600몇mb였고 지금은 1.0gb 남았는데도 600몇mb라고 뜨고 안 바뀌네요. -> 아 알았네요. 데이터리필 포함한게 1g 남은거였어요. 근데 그러면 포함한걸로 나왔으면 좋겠음 위젯ㅜ
O, 1,2021-04-28,0,공식 앱인데 어떻게 이렇게 자주 튕기지
KATE2080, 1,2021-04-04,0,별로 쓰지도 않는데 왜 깔려있는지 모르겠다. 기본으로 깔리는 걸로 하지말고 따로 깔아야 되는 걸로 했으면 좋겠다.
장윤희, 1,2021-01-01,15,무슨 대학 과제로 만든 어플도 아니고 절차나 구동방식 진짜 노답이네요 와.... 느려터진건 말하기도 입아프고 데이터 한번 보낼때마다 문자인증에 또 1분 기다렸다 보내야하고ㅋㅋㅋㅋㅋㅋ 일부러 사용자들 지치게 하려고 만든 어플같아요;; 지금은 아예 로그인 눌러도 답도안하고ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 참다참다 씁니다 최악임 진짜
600Dps Iserion, 1,2021-04-26,1,비밀번호를 재설정해도 자꾸 로그인실패가 뜨는데 이게 도대체 뭔가요? 너무한거 아닌가 진짜
dfee, 3,2021-02-26,39,종료팝업을 아직 달고다니는 앱이 어디있을까요. 바쁜시간에 버튼하나를 눌러야되는 번거로움을 아시는지.잘 꺼지지도않는 버튼이여.. 무료문자 절차는 머 그리 복잡한지 생색스럽게.기왕 서비스하는거 좀 편하게해주심 어떨런지요.
박동규, 5,2021-06-10,0,"사용하기가 편안하고펼이 해서 좋은점이 많은것 같읍니다,,"
J, 1,2021-02-17,8,"홈페이지에서 소액결제 선결제할 때, 이번에 새로 나온 폰번호로만 인증하는 새 공인인증서가 사용안되고, pc에 저장하는 구 공인인증서만 사용이 됩니다. 예전꺼는 이미 삭제해서 재발급도 안되고, 어떻게 하죠?"
Hee-Jung Yang, 3,2021-01-06,31,"타회선 kt폰에 설치해서 이용중입니다 소액결제 선결제-신용카드-인증시 문제 1. kt인증으로 들어가면 kt pass앱 자동실행화면이 뜨나 앱이 아닌 플레이스토어로 연결됨. 앱 재실행버튼을 눌러도 역시 플레이스토어로 연결되고 수동인증으로도 연결이 되지않음 문제2. 인증이야 문자로 하면 가능한데, 카드번호 다 적고 문자로 인증까지 하고 공동인증서 비밀번호까지 적는 3단계를 거쳐야 선결제가 가능한데... 이 과정에서 조금만 시간이 지체되면 '결제 실패-선결제 가능금액 조회 후 2분내 결제' 해야한다고 떠서 처음부터 다시 해야합니다. 젊은 사람도 2분 내에 다 하기 힘든데... 조금 나이드신분들이면 절대 불가능합니다 카드번호 16자리 유효기간 비번, 문자인증, 인증서까지 2분 안에 하라는게 말이 된다고 생각하시나요? 무슨 이런 제한을 만들어 놓은건지 이해가 안되네요 개선이 필요합니다"
영이랑겸이랑young & kyum, 3,2021-03-16,0,해외거주로 단기정지하려하는데 1103에러로 로그인이 되질않네요 몇달동안을.. 문의할곳을찾지못해 여기 리뷰 올립니다ㅜ
比那名居天子, 5,2021-03-03,1,잘 사용하고 있는데 이 앱 말고 아이콘에 new 표시가 붙은 것도 있던데 이 앱과 어떤 점이 다른건지 잘 모르겠네요. 한개로 통합해주시면 혼란이 줄어들것 같습니다
그저그런하루, 4,2021-03-06,0,다 좋은데 하나만 건의할게요! 데이터를 보낼때 너무 번거로운 것 같아요 한번 보낼때 많이 보낼 수 있게 하거나 문자 인증 한번 하면 또 보낼 때 인증 안할 수 있게 개선해줬으면 좋겠어요!
BAE시게이터, 1,2019-02-10,2,모바일 다이렉트샵으로 이동후 휴대폰선택 요금제선택후 주문하기 누르면 계속 초기화면으로 돌아감(1단로돌아감) 또한 온가족할인 확인하려고 누르면 또 초기화면으로 돌아감. 캐쉬파일삭제해도 안됨. 삭제후 재설치 해도안됨. 프로그램만드신분 나한테 전화좀 주시던가. 아님 좀 만나서 내 폰이 이상한건지 확인해주던지.. 벌써 몇개월째인데 아직도 수정이 안되는지. 휴대폰을 모바일로 주문하고싶어도 2단계로 넘어가질않으니 어떻게해야하나요? 오류가 있다는걸 알고는 있는지? 빠른수정요함.
이예빈, 2,2021-02-22,0,데이터 사용량이 안바뀌네요 설정에선 3.19인데 티 월드에서는 데이터를 사용해도 2.32 그대로에요 어떻게 해야 원래대로 돌아오죠?
o ok, 1,2019-04-16,6,4월16일 업뎃후 1x1 위젯 글자가 콩만해서 보기 진짜 힘듭니다. 개발자는 소머즈의 눈인가 봅니다. 이전 버전은 남은 데이터양 큼지막하게 잘보이더니 아이콘 자리 넣는다고 글자가 작아지게히니 답답하네요. 티월드 사용자가 눈좋은 사람만 있나요? 제대로 좀 합시다.
Inje Nam, 3,2019-04-10,0,"전반적으로 디자인 예뻐졌습니다. 일목요연한 정보 전달의 틀도 좋습니다. 하지만, 느릴 필요가 없는 어플인거 같은데 종료할 때 왜 이렇게 느립니까? 저는 멤버쉽 할인 때만 켜는데 사람 북적이는 CU의 현장에서 티월드 끄기가 얼마나 오래걸리는지 알았습니다. 종료 창 진짜... @*#&~*<÷₩ 쓸거 다 쓰고 끌때 후련하게 꺼지는 티월드 어플. 기대하겠습니다."
Ji Hae Choi, 1,2019-07-01,7,업데이트 한 이후로 써본 적이 없음. 어플을 이용 못 해서 남은 데이터 양도 못 보고 매번 114에 전화함. 매우 별로임. 리필도 못 해서 추가요금 내고. 이정도면 공식사과해야하는거 아닌지? 다른 리뷰 읽어보니 광고차단어플 쓰면 이용 불가하다고함. 이 어플은 통신사 어플 아님? 내가 매달 얼마를 내고 이용하는데 소비자 편의를 위한 어플에서까지 광고따위를 봐야함? 기본적인 상담 서비스를 위한 어플인데?
정재민, 1,2021-02-17,1,티맵 8.4.2 업데이트후 FLO오류나서 구정때 114연결 안돼서 티월드에서 이름도 비슷한 플로우앤데이터 플러스 결제해서 일단 해결했는데 추가요금 내라고 하는 114상담사... 오류난건 난거고 서비스는 서비스고... 별한개도 아깝다
진실의저울, 1,2018-11-23,1,데이터 얼마나 남았는지 위젯 새로고침만 하면 계속 모든 항목에 -만 뜹니다. 진짜 열받아요!!!! 어플 직접 실행해서 다시 설정하면 그 때 잠깐 노출되고 그 이후로 새로고침하면 같은현상 무한반복입니다!! 무제한 요금제 쓰시는 분들은 불편함 못느끼겠지만 그 외 사용자들도 불편함 없이 사용하게끔 개선 좀 해주세요!!!!!
이용수, 3,2018-11-24,3,위젯 사용중에 새로고침을 하면 모든 항목이 -으로 나오면서 데이터연결을 확인하라고 합니다. 데이터는 분명 잘 연결되어 있고 하는데도 계속 그렇게 뜹니다. 어플을 켜서 위젯설정을 다시 해놔도 다시 해놓은 그 시점에만 뜨고 새로고침을 하면 또 안뜹니다. 어플의 문제인 것 같은데 해결해 주시길 바랍니다.
메밀묵, 2,2019-07-02,6,"위젯 사용시 예전에는 전화요금 시간이 1시간, 30분 이렇게 남은 시간을 알려주어서 이용이 편리했는데 요즘은 3067원 , 이렇게 요금 단위로 나와 제가 얼마나 썼고 남은 시간이 얼만지 알 수가 없네요. 너무 불편합니다. 다시 시간단위로 알려주셨으면 좋겠습니다."
ᄉᆞᄉ이름, 1,2020-12-17,26,"#답변 방법대로 해봐도 로그인이 안됨. 12월 10일까지는 아무 이상 없이 됐는데 11일 ""삼성어카운트서비스"" 업데이트후 부터 티월드 로그인도 풀리면서 더이상 로그인 이 안됨."
김군중, 1,2019-04-16,6,"다른분들도 위젯관련 계속해서 불편함을 호소하는데도 업데이트되는 내용을 보면 매번 거기서 거기네요. 핵심을 못찾는듯,,ㅠ 제가 불편한 내용은 인피니티요금제 사용하기 때문에 위젯에 무제한이라고 표시되는거 의미 없습니다. 그래서 전버전에서는 함께쓰기 사용량 표시해서 사용했구요. 통화 무제한이라서 표시 의미없어서 영상 부가통화 표시해서 사용했는데, 이번 위젯에서는 도대체가 설정으로 바꿀 수가 없는것 같습니다. 전 버전에서랑 뭐가 불편들 하다고 하시는지 이해좀 하고 수정 부탁 드립니다.,"
HB Jeong, 1,2019-11-25,2,모바일 t world를 실행하니 끝도 없이 업데이트하라고 뜨는군요. 확인을 누르면 플레이스토어로 이동하고 삭제나 실행만 나오고 실행을 누르면 또 업데이트하라고 하고 확인 누르면 플레이스토어로 이동 무한반복이네요..... 삭제후 재설치해도 마찬가지. Tworld new 라는게 보여서 그걸 설치해서 실행해도 똑같이 업데이하라는 무한반복... 어쩌라는 건가요? 크롬으로 인터넷 연결되어 있고 쿠키허용도 돼 있는 거 확인 다 했습니다.
이지은, 1,2019-06-30,0,앱을 접속하고 나서 'T woworld'이(가 'skt-id.co.kr'을 사용하여 로그인하려고합니다. 이창이 게속 뜨더니 취소 계속 눌러도 창이 안사라집니다. 덕분에 이 창이 안사라져서 화면이 안눌러져요. 강제종료라도 하고싶은데 창이 렉걸렸는지 개선 좀 해주세요)  창이 안사라져서 지금 아무것도 못해요!!!!!!!!!!!!!
윤해인, 1,2019-06-24,2,아~~짜증나네요! 계속 로그인은 안되고 새로운 티월드로 접속해도 안되고. 급하게 데이터 보내야하는데 속터져 죽겠네요. 도데체 어플을 쓸데없이 두개나 만들어서 필요없는 하나는 지우게하던지 뭐하는짓인지 이해가 되지않네요. 금방 업뎃되서 괜찮아질줄알았는데 지난주부터 아이들부터 전부 데이터 확인도 안되고 월말이라 아이들 데이터 체크해야하는데 오바되면 데이터요금 책임질건가요?
아침향연, 3,2019-01-09,0,카드로 요금 납부 하고 싶어도 오류 때문에 불가능함. 납부 화면이 두 계통으로 갈라져 나오는데 그 중 하나는 인출일이 아님에도 인출일이라 납부가 불가하다고 출력됨. 다른 쪽은 계좌이체 납부만 가능하고 상단 탭에서 카드납부를 선택하면 첫번째와 같은 결과가 됨. 작년부터 변함없이 매 번 오류남. 기기 변동해도 똑같이 오류남.
오세혁, 4,2018-11-09,30,"홍미노트5에 듀얼유심 기능이 있어 번호를 2개 이용할 수 있는데요, 이 폰에는 듀얼앱 기능이 있습니다. 특정 어플을 설치후 듀얼앱 기능을 ON시키면 똑같은 어플이 두개 생기는데 번호별로 각자 다른 계정으로 로그인하여 이용할 수 있습니다. 카톡도 설치후 듀얼앱 기능을키면 두개의 번호로 각각 카톡계정을 관리할 수 있습니다. 듀얼앱 기능을 켜도 일부 앱이 듀얼 앱 기능을 지원하지 않는데요. 모바일티월드앱의 경우 듀얼앱 기능을 키면 앱이 두개가 생기기는 하는데 아이디가 아닌 간편로그인 기능으로 로그인시 자동으로 세팅되는 로그인 번호가 앱별로 다른 번호가 표시되는게 아니라 두앱 모두 같은 번호로 뜹니다. 재설치 해도 마찬가지입니다. 개선을 해주셨으면 합니다."
피자옜다!, 1,2019-04-30,15,답변 복사/붙여넣기 하시는건지.. 아니면 말귀를 못알아 먹는건지.. 폰 하나에 위젯 두개 만들고 각각의 위젯에 회선을 따로 분리해서 표시 하는거 되는지 물어 본건데 엉뚱한 답변하시네요 ㅋㅋ 1번 위젯에는 1번 회선 정보 / 2번 위젯에는 2번 회선 정보를 표시하는 기능 없죠? 테스트 다 해봤어요! 그런 기능 없습니다! 동문서답 하지 마시고 기능을 만들것이다. 아니면 그런기능 만들 생각 없다. 확실하게 답변 하시죠.. ^^
권순형, 1,2019-03-29,1,작년 네이버지도앱 업데이트 따라하나요? 사용자 편의성은 떨어지던말던 화면만 예쁘게 업데이트;; 위젯 설정 안되는것도 그렇지만 티월드 들어가서 첫 화면에 보이던 정보들도 기존 앱이 훨씬 나아보이네요. 개선될때까지 당분간은 예전 버전으로 돌려서 쓰렵니다.
이재윤, 1,2021-01-17,1,"않이 미성년자는 요금제 변경무조건 못하게 막아놈. 뭐할수있는게 없는데 이 앱의 존재가치가 아니 근데 애초에 계좌가 부모님건데 부모가 관리하게 개정설정을 하게해줘야지 그냥 막아놓고 매장방문,전화 하게 만드는 건 진짜 아니다 앱 문제가 아님."
Luna m, 1,2019-07-13,3,위젯이 새로고침 시키면 무한로딩 동그래미 돌아가서 삭제하고 위젯다시 깔기를 하루에 한번씩 하네. sk에서 개발해서 공급하는거 맞나? 뭐 이런 에러투성이 쓰레기를 제공하는지. 예전에는 안이랬는데 왜 바꾼거임? 무한로딩때문에 베터리 더 닳고 짜증나서 삭제하고 다시 깔고 반복하라고? 기본앱이라 다른 선택지도 없고 어쩌라는거? 이런 후진걸 제공하는 sk급 떨어진다. 언능 고쳐놔요 진짜 참고 사용하는데 몇개월동안 개선이 안되니 열뻗혀서 후기남기게 되네
박향민, 1,2019-07-08,3,"당췌 뭘 업그레이드한건가요? 간편로그인은 되는데 정작 로그인은안됨. 로그인정보불러오는중이라는 메세지도 거의 흐릿하게보이고 화면죄측상단에 자물쇠표시만 있음. 되지도 않는 해결방법만 똑같이 붙복해서 답변만달기만하고, 개선할 의지는 없는듯. 대체 몇번믈 지웠다 깔았다 강제중지하고 업그레이드삭제하고 다시 재설치하고 하란데로 별짓을 해도 소용없고 시간버리고 감정버리고.. 이따위로 할거면 업그레이드가 무슨의미있는가요?"
김화영, 1,2019-06-04,17,"업데이트 이후로 위젯이 안됩니다. 서비스약관 동의해야 된대서 동의후 확인 눌러도 네트워크 오류라는 창만 떠요. 업뎃한지 얼마 안되서 그런가보다 하고 며칠뒤, 오늘 몇 번 시도했는데 안되네요. 에휴... 예전버전이 나아요... 로그인도 세 번 시도해서 겨우 됐어요..."
Km Lee, 1,2019-06-01,14,별하나도 아까움. 갑자기 로그인한거 튕기더니 계속 자체 앱 일시적오류로 로그인안된다고함. 나만 그런게 아니고 다들 그런다고 여기에다가 평가해놨는데도 안고침ㅎㅎㅎ 이런 오류 스마트폰 처음나왔을때나 겪는거아님? 개발자를 이제막 컴터배우는 초딩을 썼나..아.. 요즘 초딩은 똑똑하지.ㅎㅎㅎㅎ
정세영, 1,2019-04-06,10,"최악의 업데이트. 위젯 기능에 이전 버전까지는 다회선 중 한 회선 선택도 가능했고, 데이터 음성 등의 카테고리별로 표시항목을 선택할 수 있었는데 이 기능이 깡그리 없어졌네요. 위젯 디자인도 최악이구요. 업데이트를 하면서 왜 편리한 기능을 축소하고 더 나쁘게 만드는 건지 제 머리로는 이해할 수 없습니다. 위젯 이전 껄로 수정해 주시길 간곡히 요청드리는 바 입니다."
김범섭, 1,2019-06-29,3,뭐죠? 업데이트된 이후 로그인이 안되네요 몇번을 시도해봐도 같은오류 에러코드 1008이 나오네요 제가 할수있는 모든걸 해봤는데도 안되는데 이럴꺼면 이 어플 왜만든거죠? 테스트도 안해보고 올리나봐요? 사용자가 베타테스터인가요? 사용자를 점점 불편하게 할꺼면 앱을 삭제하세요 민폐네요 진짜
susu ch, 1,2019-04-04,5,다회선 사용자입니다.위젯설정메뉴 어디갔나요?아무리 찾아도 못찾겠어요. 대표회선에 대한 하나만 위젯에 표시가 되고있어요. 각자 사용하는 회선에 대해 위젯설정하던 기능없 애버렸나요? 업데이트인지 다운데이트인지 모르겠어요.너무 불편해요.위젯설정기능 빨리 넣어주세요.
h.s. Kim, 3,2019-06-24,3,아 이거 로그인 계속 안돼 이것 저것 하다보니 특정 패턴이 있는거 같음. 와이파이 잡혀 있을땐 죽어도 로그인 안됨 쿠키 이런거 다 해도 안됨. 근데 LTE로 잡혀 있으면 로그인 잘됨. 이따구가 다있습니까? 내 폰이 이상한지 알았네.. 다시 지웠다 설치 해보니 와이파이에서도 로그인 잘 되네요. ㅜㅜ
